Date,High,Low,Open,Close,Volume,Adj Close
2016-11-13,705.2570190429688,687.3150024414062,705.1959838867188,702.031005859375,80318096.0,702.031005859375
2016-11-14,706.2839965820312,699.8079833984375,701.9970092773438,705.02099609375,62993000.0,705.02099609375
2016-11-15,715.718017578125,705.260009765625,705.7940063476562,711.6190185546875,72038496.0,711.6190185546875
2016-11-16,747.614990234375,709.0390014648438,711.1669921875,744.197998046875,141294000.0,744.197998046875
2016-11-17,755.64501953125,739.510986328125,744.8759765625,740.9769897460938,108579000.0,740.9769897460938
2016-11-18,752.8820190429688,736.8900146484375,740.7050170898438,751.5850219726562,87363104.0,751.5850219726562
2016-11-19,756.2369995117188,744.4669799804688,751.8330078125,751.6160278320312,110608000.0,751.6160278320312
2016-11-20,755.47998046875,717.9439697265625,751.8790283203125,731.0260009765625,154116000.0,731.0260009765625
2016-11-21,741.7219848632812,730.510009765625,731.2650146484375,739.2479858398438,60802400.0,739.2479858398438
2016-11-22,753.8699951171875,736.5269775390625,739.6430053710938,751.3469848632812,129906000.0,751.3469848632812
2016-11-23,752.25,738.9240112304688,751.7410278320312,744.593994140625,76543800.0,744.593994140625
2016-11-24,746.8319702148438,733.489990234375,744.6199951171875,740.2890014648438,85919296.0,740.2890014648438
2016-11-25,741.6489868164062,734.5910034179688,740.4420166015625,741.6489868164062,67807600.0,741.6489868164062
2016-11-26,742.2139892578125,729.625,741.510986328125,735.3820190429688,54962700.0,735.3820190429688
2016-11-27,739.0180053710938,731.0850219726562,735.43701171875,732.0349731445312,52601800.0,732.0349731445312
2016-11-28,738.0059814453125,732.4840087890625,732.4840087890625,735.81298828125,61888600.0,735.81298828125
2016-11-29,737.4710083007812,734.5590209960938,736.3289794921875,735.60400390625,68511104.0,735.60400390625
2016-11-30,747.9290161132812,736.2650146484375,736.2839965820312,745.6909790039062,84070800.0,745.6909790039062
2016-12-01,758.2750244140625,746.0460205078125,746.0460205078125,756.7739868164062,80461904.0,756.7739868164062
2016-12-02,781.2960205078125,757.5449829101562,757.5449829101562,777.9439697265625,127605000.0,777.9439697265625
2016-12-03,778.2479858398438,764.8560180664062,778.2479858398438,771.155029296875,69547296.0,771.155029296875
2016-12-04,773.8720092773438,768.1610107421875,771.6380004882812,773.8720092773438,60557900.0,773.8720092773438
2016-12-05,773.468017578125,751.7130126953125,773.3939819335938,758.7000122070312,106363000.0,758.7000122070312
2016-12-06,765.6220092773438,758.719970703125,758.719970703125,764.2239990234375,116218000.0,764.2239990234375
2016-12-07,771.5430297851562,759.75,764.2109985351562,768.1320190429688,96426096.0,768.1320190429688
2016-12-08,774.697998046875,765.9459838867188,768.0759887695312,770.8099975585938,80111904.0,770.8099975585938
2016-12-09,774.5280151367188,769.6489868164062,769.9439697265625,772.7940063476562,68705296.0,772.7940063476562
2016-12-10,777.0919799804688,772.9099731445312,773.0230102539062,774.6500244140625,53843100.0,774.6500244140625
2016-12-11,774.7979736328125,765.4119873046875,774.7520141601562,769.7310180664062,57313400.0,769.7310180664062
