Date,High,Low,Open,Close,Volume,Adj Close
2021-01-01,749.2018432617188,719.792236328125,737.7083740234375,730.3675537109375,13652004358,730.3675537109375
2021-01-02,786.7984619140625,718.1094970703125,730.4026489257812,774.5349731445312,19740771179,774.5349731445312
2021-01-03,1006.5650024414062,771.5616455078125,774.5118408203125,975.5076904296875,45200463368,975.5076904296875
2021-01-04,1153.189208984375,912.3053588867188,977.058837890625,1040.2330322265625,56945985763,1040.2330322265625
2021-01-05,1129.3714599609375,986.811279296875,1041.498779296875,1100.006103515625,41535932781,1100.006103515625
2021-01-06,1209.4285888671875,1064.2333984375,1101.0050048828125,1207.1121826171875,44699914188,1207.1121826171875
2021-01-07,1282.57958984375,1167.443115234375,1208.078369140625,1225.6781005859375,40468027280,1225.6781005859375
2021-01-08,1273.8275146484375,1076.08154296875,1225.9678955078125,1224.1971435546875,44334826666,1224.1971435546875
2021-01-09,1303.871826171875,1182.2703857421875,1223.740478515625,1281.0772705078125,33233105361,1281.0772705078125
2021-01-10,1347.9261474609375,1194.715576171875,1280.87109375,1262.2467041015625,40616938053,1262.2467041015625
2021-01-11,1261.6229248046875,924.922607421875,1261.6229248046875,1090.1453857421875,60733630300,1090.1453857421875
2021-01-12,1149.240234375,1012.76416015625,1088.5267333984375,1043.4345703125,37494601692,1043.4345703125
2021-01-13,1134.3385009765625,994.549072265625,1043.740966796875,1130.7393798828125,30109792795,1130.7393798828125
2021-01-14,1244.1630859375,1093.060791015625,1130.231201171875,1218.4530029296875,33410915929,1218.4530029296875
2021-01-15,1250.505859375,1090.7210693359375,1221.877197265625,1171.8345947265625,35972039310,1171.8345947265625
2021-01-16,1290.0535888671875,1157.623779296875,1171.443115234375,1233.53759765625,32319240157,1233.53759765625
2021-01-17,1265.6446533203125,1174.3885498046875,1233.453369140625,1230.1722412109375,29258032819,1230.1722412109375
2021-01-18,1259.4500732421875,1187.31103515625,1230.313232421875,1257.279541015625,25817455560,1257.279541015625
2021-01-19,1432.300048828125,1254.52294921875,1257.4345703125,1377.2958984375,47195935190,1377.2958984375
